451401 -3885198
451393 -3885201
451379 -3885201
451365 -3885201
451345 -3885196
451338 -3885194
451334 -3885191
451254 -3885098
451178 -3885008
451085 -3884896
450966 -3884755
450875 -3884649
450762 -3884514
450646 -3884373
450525 -3884232
450470 -3884164
450404 -3884086
450356 -3884029
450253 -3883909
450196 -3883840
450159 -3883796
450111 -3883739
450031 -3883645
449938 -3883532
449875 -3883457
449826 -3883400
449791 -3883359
449723 -3883275
449676 -3883220
449629 -3883165
449534 -3883053
449478 -3882987
449389 -3882880
449316 -3882793
449197 -3882648
449068 -3882496
448973 -3882386
448958 -3882360
448947 -3882337
448930 -3882315
448908 -3882296
448877 -3882281
448819 -3882256
448793 -3882244
448770 -3882227
448734 -3882196
448673 -3882140
448622 -3882090
448591 -3882061
448563 -3882040
448536 -3882027
448517 -3882021
448509 -3882016
448503 -3882007

450979 -3885226
450980 -3885243
450980 -3885268
450979 -3885275
450979 -3885317
450977 -3885339
450982 -3885357
450981 -3885376
450984 -3885382
450989 -3885390
450988 -3885401
450980 -3885416
450979 -3885425
450983 -3885432
450989 -3885440
450968 -3885450
450940 -3885456
450924 -3885466
450906 -3885480
450882 -3885488
450866 -3885499
450849 -3885514
450818 -3885525
450800 -3885536
450789 -3885541
450773 -3885544
450756 -3885552
450736 -3885570
450718 -3885579
450703 -3885585
450690 -3885596
450685 -3885609

451334 -3885191
451329 -3885197
451322 -3885202
451313 -3885201
451300 -3885193
451285 -3885183
451278 -3885175
451273 -3885169
451264 -3885164
451233 -3885135
451218 -3885117
451188 -3885093
451154 -3885067
451145 -3885060
451128 -3885050
451106 -3885033
451085 -3885015
451065 -3885006
451037 -3884997
451010 -3884987
450996 -3884983
450985 -3884982
450977 -3884983
450965 -3884990
450957 -3884999
450947 -3885006
450934 -3885016
450919 -3885031
450909 -3885043
450900 -3885050
450878 -3885063
450865 -3885070
450857 -3885078
450843 -3885092
450832 -3885099
450806 -3885110
450789 -3885114
450774 -3885116
450760 -3885120
450742 -3885127
450711 -3885147
450698 -3885156
450682 -3885162
450640 -3885183
450629 -3885190
450624 -3885196
450620 -3885203
450619 -3885217
450618 -3885291
450620 -3885313
450620 -3885342
450620 -3885349
450623 -3885359
450621 -3885387
450619 -3885402
450616 -3885418
450613 -3885426
450664 -3885595
450673 -3885604
450691 -3885614
450697 -3885621
450702 -3885638
450706 -3885648
450720 -3885664
450731 -3885680
450740 -3885696
450754 -3885708
450772 -3885726
450783 -3885738
450814 -3885764
450845 -3885784
450854 -3885802
450857 -3885818
450864 -3885832
450866 -3885846
450866 -3885862
450870 -3885866
450882 -3885876
450916 -3885879
450954 -3885876
450989 -3885876
450997 -3885882
451004 -3885899
451007 -3885917
451018 -3885924
451034 -3885925
451135 -3885923
451197 -3885926
451214 -3885927
451229 -3885925
451242 -3885930
451245 -3885933
451252 -3885935
451255 -3885931
451254 -3885912
451255 -3885901
451260 -3885890
451260 -3885880
451258 -3885856
451259 -3885830
451259 -3885818
451251 -3885790
451261 -3885792
451278 -3885800
451302 -3885810
451317 -3885818
451331 -3885836
451352 -3885859
451362 -3885864
451373 -3885865
451380 -3885861
451389 -3885833
451392 -3885796
451396 -3885771
451394 -3885739
451390 -3885715
451390 -3885706
451380 -3885681
451380 -3885632
451366 -3885567
451369 -3885541
451384 -3885497
451385 -3885485
451381 -3885468
451382 -3885443
451378 -3885414
451379 -3885400
451373 -3885388
451376 -3885364
451368 -3885346
451350 -3885285
451347 -3885272
451348 -3885260
451346 -3885253
451348 -3885239
451346 -3885228
451339 -3885221
451331 -3885214
451328 -3885206
451329 -3885198

448953 -3882351
448951 -3882360
448949 -3882369
448949 -3882387
448957 -3882417
448976 -3882492
448993 -3882566
449024 -3882673
449052 -3882783
449068 -3882851
449090 -3882948
449119 -3883066
449135 -3883145
449163 -3883269
449193 -3883384
449221 -3883497
449235 -3883547
449246 -3883577
449254 -3883595
449327 -3883716
449382 -3883808
449396 -3883833
449402 -3883850
449404 -3883866
449399 -3883887
449348 -3883995
449232 -3884231
449129 -3884432
449125 -3884444
449129 -3884453
449133 -3884459
449142 -3884465
449156 -3884466
449172 -3884468
449192 -3884485
449207 -3884497
449207 -3884507
449205 -3884516
449194 -3884533
449184 -3884547
449175 -3884553
449150 -3884564
449140 -3884570
449129 -3884585
449121 -3884602
449105 -3884626
449061 -3884673
449051 -3884688
449048 -3884701
449055 -3884726
449072 -3884808
449081 -3884829
449108 -3884914
449115 -3884941
449151 -3885064
449202 -3885247
449281 -3885528
449341 -3885744
449406 -3885978
449427 -3886055
449431 -3886059
449437 -3886061
449448 -3886059
449477 -3886052
449498 -3886054
449524 -3886062
449551 -3886064
449589 -3886071
449618 -3886076
449643 -3886077
449659 -3886065
449673 -3886068
449707 -3886073
449731 -3886073
449767 -3886072
449780 -3886064
449791 -3886057
449810 -3886058
449831 -3886061
449851 -3886061

450464 -3884964
450454 -3884968
450431 -3884969
450412 -3884969
450405 -3884968
450396 -3884969
450388 -3884974
450380 -3884980
450369 -3884986
450356 -3884990
450343 -3884990
450314 -3884990
450281 -3884999
450261 -3885004
450244 -3885004

450466 -3884964
450482 -3884972
450507 -3884976
450518 -3884978
450533 -3884985
450556 -3884989
450573 -3884992
450591 -3884988
450615 -3884979
450627 -3884977
450631 -3884978

449768 -3885292
449766 -3885271
449766 -3885256
449763 -3885247
449756 -3885235
449746 -3885225
449742 -3885220
449742 -3885214
449739 -3885210

449636 -3885302
449633 -3885328
449629 -3885348
449625 -3885356
449630 -3885365
449628 -3885380
449621 -3885393
449621 -3885403
449626 -3885423

448607 -3885359
448625 -3885372
448645 -3885395
448656 -3885413
448676 -3885437
448691 -3885449
448695 -3885458
448707 -3885476
448715 -3885483
448717 -3885492
448723 -3885504
448721 -3885514
448723 -3885528
448726 -3885535
448733 -3885540
448745 -3885545
448753 -3885560
448761 -3885592
448765 -3885620
448763 -3885628
448758 -3885631

450250 -3886110
450263 -3886084
450267 -3886070
450261 -3886061
450261 -3886052
450262 -3886041
450254 -3886026
450252 -3886010
450260 -3886001
450268 -3885982
450278 -3885964
450280 -3885954
450281 -3885939
450290 -3885930
450305 -3885918
450326 -3885903
450337 -3885900
450350 -3885897
450360 -3885892
450371 -3885875
450378 -3885866
450386 -3885866
450388 -3885859

450630 -3885856
450638 -3885858
450646 -3885854
450656 -3885847
450670 -3885845
450684 -3885846
450697 -3885843
450712 -3885852
450744 -3885864
450750 -3885863

448773 -3885997
448782 -3885990
448793 -3885992
448805 -3885988
448820 -3885991
448835 -3885996
448857 -3885999
448877 -3886007
448892 -3886005
448900 -3886001
448916 -3886010
448933 -3886009
448956 -3886002
448985 -3885998
449003 -3885996
449016 -3885991
449035 -3885993
449060 -3885998
449083 -3886004
449097 -3885998
449110 -3885994
449126 -3886001
449140 -3886011
449164 -3886012
449172 -3886016
449190 -3886022
449206 -3886032
449217 -3886029
449225 -3886033
449229 -3886040
449245 -3886044
449265 -3886039
449287 -3886039
449302 -3886033
449317 -3886030
449330 -3886037
449346 -3886042
449361 -3886038
449372 -3886039
449381 -3886040
449398 -3886039
449406 -3886031
449414 -3886014

449511 -3886359
449499 -3886352
449486 -3886352
449478 -3886352
449463 -3886346
449452 -3886348
449432 -3886351
449419 -3886361
449403 -3886376
449393 -3886382
449379 -3886385
449371 -3886385
449357 -3886388
449345 -3886386
449322 -3886381
449314 -3886382
449306 -3886385
449298 -3886385
449288 -3886380
449272 -3886378
449259 -3886380
449239 -3886379
449228 -3886376
449217 -3886375
449210 -3886379
449198 -3886385
449190 -3886395
449184 -3886399
449179 -3886399

449921 -3886398
449918 -3886417
449919 -3886429
449926 -3886442
449937 -3886453
449945 -3886468
449952 -3886480

450296 -3886396
450275 -3886386
450249 -3886375
450237 -3886368

450681 -3886391
450692 -3886384
450706 -3886372
450715 -3886362
450728 -3886347
450739 -3886338
450756 -3886330
450768 -3886333
450784 -3886341
450797 -3886353
450808 -3886356
450831 -3886359
450857 -3886365
450906 -3886366

450941 -3886466
450960 -3886458
450995 -3886441
451008 -3886430
451020 -3886415
451031 -3886407
451046 -3886397

451451 -3886393
451452 -3886400
451458 -3886408
451461 -3886417
451459 -3886427
451465 -3886442
451469 -3886456
451482 -3886472
451481 -3886485
451484 -3886497
451490 -3886512
451498 -3886521
451500 -3886531
451490 -3886560
451489 -3886566
451492 -3886576
451490 -3886582
451474 -3886603
451472 -3886613
451472 -3886624
451471 -3886630
451467 -3886643
451463 -3886654
451461 -3886669
451459 -3886690
451466 -3886708
451464 -3886720
451458 -3886734
451451 -3886749
451446 -3886763
451446 -3886774
451448 -3886782
451447 -3886790
451445 -3886802

452310 -3886353
452286 -3886361
452273 -3886363
452252 -3886372
452234 -3886381
452218 -3886380
452203 -3886382
452193 -3886386
452182 -3886395
452177 -3886397

450687 -3884427
450675 -3884433
450669 -3884438
450661 -3884447
450650 -3884455
450641 -3884457
450631 -3884452

450897 -3884673
450921 -3884664
450946 -3884637
450970 -3884611
451006 -3884560

451650 -3884097
451649 -3884105
451652 -3884114
451659 -3884143
451671 -3884186
451676 -3884202
451685 -3884223
451688 -3884241
451695 -3884259
451700 -3884280
451725 -3884374
451732 -3884396
451737 -3884417
451741 -3884428
451743 -3884442
451746 -3884459
451754 -3884463
451768 -3884463
451783 -3884466
451792 -3884468
451806 -3884463
451821 -3884462
451829 -3884462
451844 -3884466
451857 -3884464
451872 -3884459
451882 -3884459
451893 -3884465
451901 -3884475
451912 -3884476
451923 -3884473
451945 -3884471
451961 -3884469
451972 -3884472
451979 -3884475
451992 -3884470
452007 -3884470
452018 -3884473
452035 -3884475
452045 -3884465
452050 -3884457
452057 -3884455
452068 -3884454
452075 -3884457
452087 -3884464
452097 -3884462
452103 -3884460
452115 -3884462
452119 -3884462
452124 -3884456

452505 -3884454
452498 -3884451
452496 -3884445
452497 -3884436
452496 -3884425
452488 -3884416
452480 -3884407
452470 -3884401
452462 -3884388
452455 -3884360
452459 -3884347
452463 -3884335
452459 -3884315
452453 -3884272
452455 -3884250
452452 -3884210
452436 -3884190
452429 -3884177
452413 -3884164
452404 -3884148
452403 -3884131
452402 -3884094

450816 -3884769
